,Unnamed: 0,card,fee.annual,fee.supplementary,fee.waiver,fee.late,fee.cashadvance,fee.overlimit,fee.foreigntransaction,interest.free,interest.rate,repayment.month,income.singapore,income.foreign,cardtype,wireless,benefits.keyfeatures,Promotions,benefits.airmile,benefits.cashback,benefits.dining,benefits.grocery,benefits.onlineshop,benefits.petrol,Rewards,Shopping,Student,benefits.all,benefits.cashback.score,benefits.airmile.score,benefits.dining.score,benefits.grocery.score,benefits.onlineshop.score,benefits.petrol.score,Rewards.score,Shopping.score,Student.score,fee.annual_conv,income.singapore_conv,income.foreign_conv,interest.rate_conv
10,10,american-express-the-platinum-card,"$1,712 ",$160.50 (First 2 Supplementary Cards fee permanently waived),Not Available,2.5% or S$90 whichever is greater,5%,0,2.50%,0,0,0,"$200,000 ","$200,000 ",American Express,0,"['Complimentary membership to Tower Club for you and your supplementary Platinum Member', 'Exclusive access for Platinum Member (Basic and Supplementary) and 3 guests to 67 Pall Mall in Clubland, London', 'Receive S$800 Travel Credits annually (S$400 Air Travel Credit + S$400 Lodging Credit) by booking through The Platinum Concierge', 'Earn 20 Membership Rewards points per every full S$1.60 spent at Platinum EXTRA partners, capped at S$16,000 spent', 'No expiry date for Membership Rewards Points']","['Apply and receive approval for your Platinum Charge Card between 30 Jul - 31 Dec 2018', 'Achieve a min. spend of S$20,000 within first 3 months of card approval', 'Pay the annual fee of S$1,712 (not counted towards S$20,000 min. spend)', 'Receive 75,000 Membership Rewards Points (Enough to redeem an SQ Business Class return ticket to Bali/Bangkok)', 'Applicable only to first time applicants of the Basic Platinum Card']",0,0,"['Exclusive access to Platinum Vibes at Marina at Keppel Bay', 'Up to 50% savings at selected hotels such as Marriott, St. Regis, and W Singapore among others', 'Up to 50% savings at selected restaurants such as Lawry’s, Sen of Japan, and TWG among others', 'S$1.60 = 2 Membership Rewards points on all other spend']",0,0,0,0,0,0,"['0', '0', ""['Exclusive access to Platinum Vibes at Marina at Keppel Bay', 'Up to 50% savings at selected hotels such as Marriott, St. Regis, and W Singapore among others', 'Up to 50% savings at selected restaurants such as Lawry’s, Sen of Japan, and TWG among others', 'S$1.60 = 2 Membership Rewards points on all other spend']"", '0', '0', '0']",0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,200000.0,200000.0,-0.0
11,11,american-express-capitacard,$171 ,85.6,Available,$60 ,5%,0,2.50%,22 days,25.90%,"3% or $50, whichever is higher","$30,000 ","$60,000 ",American Express,"Apple Pay, Samsung Pay, Google Pay","['Earn 3X STAR$ at CapitaLand Malls', '3-hour complimentary parking across 15 CapitaLand Malls with min spend of S$1,200 per month', 'S$20 CapitaVouchers for each approved supplementary card; capped at S$40 CapitaVouchers per Principal cardmember', 'First year fee waiver', 'Eligible for use with Apple Pay']","['Get S$20 NTUC VoucherApply and receive approval for your new American Express card', 'Choose the MyInfo option on the application form and successfully use MyInfo to pre-fill the form', 'Receive S$20 NTUC Voucher upon approval of your new American Express card', 'Valid til 31 Dec 2018']",0,0,0,0,0,0,"['S$1 = 5 STAR$ on all spend', 'S$1 = 10 STAR$ at CapitaLand Malls on eligible purchases', 'All STAR$ earned are credited directly into your CAPITASTAR account, capped at S$1,200 per calendar month', '5,000 STAR$ = S$5 CapitaVoucher / 10,000 STAR$ = S$10 CapitaVoucher / 50,000 STAR$ = S$50 CapitaVoucher']",0,0,"['0', '0', '0', '0', '0', '0']",0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,171.0,30000.0,60000.0,-0.259
12,12,standard-chartered-visa-infinite-credit-card,$589 ,0,Not Available,S$80,0,0,3.50%,22 days,24.46%,"1% of S$50, whichever is higher","$150,000 ","$150,000 ",Visa,Visa payWave,"['Get S$50 Cash + 35,000 Miles (T&Cs apply) when you apply for SCB Visa Infinite Credit Card via MoneySmart', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here', '$1 = 1.4 miles (Local)$1 = 3 miles (Overseas)Complimentary visits to the airport lounges under the Priority Pass Lounge programComplimentary Travel Accident Insurance coverage of up to S$1,000,000Get Approval-In-Principle in 60 secondsMinimum Annual Income for Priority/Private Banking customers: 1) Singapore Citizens and PRs: S$30,000 2) Foreigners with Employment Passes: S$60,000Minimum Annual Income for all other customers: S$150,000']","['Apply through MoneySmart for your new Standard Chartered Visa Infinite credit card between 1 Nov - 30 Nov 2018', 'Get free S$50 Cash AND', '35,000 Miles (With payment of annual fee)', 'Valid for New-to-Bank approved SCB Cardholders', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 to get your S$50 Cash Gift.Full T&Cs here']","['Get S$50 Cash + 35,000 Miles (T&Cs apply) when you apply for SCB Visa Infinite Credit Card via MoneySmart', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here', 'S$1 = 1.4 miles (Local)', 'S$1 = 3 miles (Overseas)', 'Six complimentary visits to the airport lounges under the Priority Pass Lounge program', 'Complimentary Travel Accident Insurance coverage of up to S$1,000,000 coverage, travel assistance and loss of baggage covered', 'Overseas spends promo - Minimum spend of S$2,000 in a statement cycle to get 3 miles per S$1 spent. All spends below S$2,000 will earn 2.5 points or 1 mile for every S$1 spent']",0,0,0,0,0,0,0,0,"[""['Get S$50 Cash + 35,000 Miles (T&Cs apply) when you apply for SCB Visa Infinite Credit Card via MoneySmart', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here', 'S$1 = 1.4 miles (Local)', 'S$1 = 3 miles (Overseas)', 'Six complimentary visits to the airport lounges under the Priority Pass Lounge program', 'Complimentary Travel Accident Insurance coverage of up to S$1,000,000 coverage, travel assistance and loss of baggage covered', 'Overseas spends promo - Minimum spend of S$2,000 in a statement cycle to get 3 miles per S$1 spent. All spends below S$2,000 will earn 2.5 points or 1 mile for every S$1 spent']"", '0', '0', '0', '0', '0']",0.0,0.17500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,150000.0,150000.0,-0.2446
13,13,hsbc-revolution-credit-card,$150 ,0,Available,S$55,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$40,000 ",Visa,"Visa payWave, Apple Pay","['5X Rewards points (or 2 air miles) per $1 spent on Online, Local Dining and Entertainment transactions', '1 Reward point for all other transactions. No minimum spend and earn as many Rewards points as you like', '2 years fee waiver, subsequent years waived with min. spend of $12,500 p.a.']","['Get 15,000 Reward Points (equivalent to 6,000 air miles) when you sign up for the card via MoneySmart and spend a min. of $600 in the first month upon card approval', 'Only New-to-Bank Customers will be eligible for the promotion. Existing customers will receive S$50 cash back. For the full T&Cs, click here', 'Valid from 1 Nov to 31 Dec 2018']",0,0,0,0,"['5X Rewards points (or 2 air miles) per S$1 spent on Online transactions', 'Includes airline/movie/concert tickets, hotel/travel/taxi bookings, food orders, insurance premiums, and online shopping sites', 'Excludes brokerages/securities and money payment/transfer websites']",0,0,0,0,"['0', '0', '0', '0', ""['5X Rewards points (or 2 air miles) per S$1 spent on Online transactions', 'Includes airline/movie/concert tickets, hotel/travel/taxi bookings, food orders, insurance premiums, and online shopping sites', 'Excludes brokerages/securities and money payment/transfer websites']"", '0']",0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,150.0,30000.0,40000.0,-0.259
14,14,UOB-PRVI-Miles-Card,$257 ,128.4,"1 year fee waiver, free first 2 supplementary cards",S$90,6%,$40 ,3.25%,21 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$40,000 ","MasterCard, Visa, American Express","MasterCard PayPass, Visa payWave, Apple Pay, Samsung Pay, Android Pay, Mighty Pay","['$1 = 6 miles for spends on major airlines and hotels booked through Expedia, UOB Travel, and Agoda$1 = 1.4 miles (Local spend)$1 = 2.4 miles (Overseas spend)No minimum spend and no cap on earned miles']","['$100 cash rebate is limited to first 1,000 new customer sign-ups, with min spend of $1,000 within 30 days of card approval', '$20 cash rebate is limited to first 2,000 new customer sign-ups, with first transaction at selected merchants within 30 days of approval', 'Valid till 31 Dec 2018']","['S$1 = 1.4 miles (Local spend); S$1 = 2.4 miles (Overseas spend)S$1 = 6 miles for spends on major airlines and hotels booked through Expedia, UOB Travel, and AgodaNo minimum spend and no cap on earned miles20,000 loyalty miles every year with min. spend of S$50,000 in a year; Up to 8 complimentary airport transfers to Changi Airport in a year (Exclusively for UOB PRVI Miles American Express Card)Complimentary travel insurance coverage of up to S$1,000,000. T&Cs apply.']",0,0,0,0,0,0,0,0,"[""['S$1 = 1.4 miles (Local spend); S$1 = 2.4 miles (Overseas spend)S$1 = 6 miles for spends on major airlines and hotels booked through Expedia, UOB Travel, and AgodaNo minimum spend and no cap on earned miles20,000 loyalty miles every year with min. spend of S$50,000 in a year; Up to 8 complimentary airport transfers to Changi Airport in a year (Exclusively for UOB PRVI Miles American Express Card)Complimentary travel insurance coverage of up to S$1,000,000. T&Cs apply.']"", '0', '0', '0', '0', '0']",0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,30000.0,40000.0,-0.259
15,15,american-express-platinum-credit-card,$321 ,160.5,Not Available,S$60,5%,0,2.50%,22 days,25.90%,"3% or S$50, whichever is higher","$50,000 ","$60,000 ",American Express,"Apple Pay, Samsung Pay, Google Pay","[""Love Dining @ Restaurants: 50%, 35%, 15% savings when dining with 1 friend, 2 friends, and alone respectivelyEnjoy savings at artfully curated restaurants and Singapore's finest hotels with Love Dining"", 'Love Dining @ Hotels: Discounts applicable for groups up to 19 pax at Raffles Hotel Singapore, Shangri-La Hotel Singapore, The St. Regis and more', ""With Love Dining @ Hotels, receive a complimentary The Far Card Classic Membership entitling special savings for unlimited visits at choice of 10 restaurants at Singapore's finest hotels"", 'Charge S$4,500 to your card at Platinum EXTRA Partners to earn enough points for an Economy Class return ticket to Bali', 'Get S$20 CapitaVouchers for each approved supplementary card; capped at S$40 CapitaVouchers per Principal cardmember']","['Get S$20 NTUC VouchersApply and receive approval for your new American Express card', 'Choose the MyInfo option on the application form and successfully use MyInfo to pre-fill the form', 'Receive S$20 NTUC Voucher upon approval of your new American Express card', 'Valid til 31 Dec 2018']",0,0,"[""Love Dining @ Restaurants: 50%, 35%, 15% savings when dining with 1 friend, 2 friends, and alone respectivelyEnjoy savings at artfully curated restaurants and Singapore's finest hotels with Love DiningLove Dining @ Hotels: Discounts applicable for groups up to 19 pax at Raffles Hotel Singapore, Shangri-La Hotel Singapore, The St. Regis and moreWith Love Dining @ Hotels, receive a complimentary The Far Card Classic MembershipEligible for use with Apple Pay""]",0,0,0,0,0,0,"['0', '0', '[""Love Dining @ Restaurants: 50%, 35%, 15% savings when dining with 1 friend, 2 friends, and alone respectivelyEnjoy savings at artfully curated restaurants and Singapore\'s finest hotels with Love DiningLove Dining @ Hotels: Discounts applicable for groups up to 19 pax at Raffles Hotel Singapore, Shangri-La Hotel Singapore, The St. Regis and moreWith Love Dining @ Hotels, receive a complimentary The Far Card Classic MembershipEligible for use with Apple Pay""]', '0', '0', '0']",0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,321.0,50000.0,60000.0,-0.259
16,16,dbs-live-fresh-card,$128 ,64.2,Available,S$100,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",Visa,"Visa payWave, Apple Pay, Samsung Pay, Google Pay","['5% cashback on online shopping and when you pay using Visa payWave, Apple Pay, Samsung Pay or Google Pay through your CardGet 0.3% cashback on everything else with no cap on rebatesAuto EZ-Reload1-year annual fee waiver1 year fee waiver']","['Make a travel booking with your DBS/POSB card and register via the Online Form with the same details as your card application during the Qualifying Period', '5 Draw chances per S$500 spent on Airlines, Hotel, and Travel Agency transactions accumulated', '1 Draw chance per S$500 spent on all other local and overseas retail spend', 'Destinations are New York, London, Paris, Sydney, and Shanghai', 'Redemption period: 1 Mar - 31 May 2019; Travel period: 1 Mar - 31 Dec 2019', 'Valid from 13 Apr - 31 Dec 2018; Draw conducted on 1 Feb 2019']",0,0,0,0,['5% cashback when you shop online'],0,0,0,0,"['0', '0', '0', '0', ""['5% cashback when you shop online']"", '0']",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,128.0,30000.0,45000.0,-0.259
17,17,hsbc-visa-infinite-credit-card,$650 ,0,Not Available,S$55,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$120,000 ","$120,000 ",Visa,"Visa payWave, Apple Pay","['Up to 2.25 air miles per S$1 spentPriority Pass™ Membership card will be automatically issued to the primary Cardholder and the supplementary Cardholder(s) - Unlimited access to over 700 VIP airport lounges worldwideAccess to HSBC’s Infinite Travel & Lifestyle Concierge service for personalised assistance, 24/7Complimentary limousine transfer and expedited immigration clearanceAutomatic worldwide travel insurance coverage for over 20 benefits of up to US$2,000,000Minimum Annual Income of S$120,000 OR fixed deposit of S$30,000']",0,"['$1 = Up to 1.25 air miles (Local)$1 = Up to 2.25 air miles (Overseas)Priority Pass™ Membership card will be automatically issued to the primary Cardholder and the supplementary Cardholder(s) - Unlimited access to over 700 VIP airport lounges worldwideAccess to HSBC’s Infinite Travel & Lifestyle Concierge service for personalised assistance, 24/7Automatic travel insurance coverage of up to US$2,000,000 (annual value worth S$988)Complimentary limousine transfer and expedited immigration clearance at key airports in Asia']",0,0,0,0,0,0,0,0,"[""['$1 = Up to 1.25 air miles (Local)$1 = Up to 2.25 air miles (Overseas)Priority Pass™ Membership card will be automatically issued to the primary Cardholder and the supplementary Cardholder(s) - Unlimited access to over 700 VIP airport lounges worldwideAccess to HSBC’s Infinite Travel & Lifestyle Concierge service for personalised assistance, 24/7Automatic travel insurance coverage of up to US$2,000,000 (annual value worth S$988)Complimentary limousine transfer and expedited immigration clearance at key airports in Asia']"", '0', '0', '0', '0', '0']",0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,120000.0,120000.0,-0.259
18,18,bank-of-china-family-card,$190 ,$95 ,Available,S$100,"6% or S$20, whichever is higher",0,1.50%,23 days,28.88%,"3% or S$50, whichever is higher","$30,000 ","$60,000 ",Visa,0,"[""10% cashback on Everyday Dining (locally and overseas) and Movies5% cashback on online shopping, supermarkets, telecommunication bills, NETS Flashpay Auto Top-up and many more5% Cashback at Selected Mercents: Best Denki, BIG BOX, Watsons, Unity Pharmacy, Toys 'R' Us, Welcia-BHGTo apply, SMS BOCCARD[space]FCMS[space]Name to 79777""]",0,0,"['10% Cashback on Everyday Dining (locally and overseas) and Cinemas5% Cashback on Online Purchases, Supermarkets, Hospital Bills, NETS FlashPay Auto Top Up (first 4 top-ups) and Telco Bills', ""5% Cashback at Selected Mercents: Best Denki, BIG BOX, Watsons, Unity Pharmacy, Toys 'R' Us, Welcia-BHGMinimum spend: S$700 per monthTotal cashback cap at $100 per month: $30 for dining and movies, $30 for online purchases, and $40 for selected merchants and all other spendBase rate: 0.3% on all other purchases and if minimum spend of $700 is not met""]",0,0,0,0,0,0,0,"['0', '[\'10% Cashback on Everyday Dining (locally and overseas) and Cinemas5% Cashback on Online Purchases, Supermarkets, Hospital Bills, NETS FlashPay Auto Top Up (first 4 top-ups) and Telco Bills\', ""5% Cashback at Selected Mercents: Best Denki, BIG BOX, Watsons, Unity Pharmacy, Toys \'R\' Us, Welcia-BHGMinimum spend: S$700 per monthTotal cashback cap at $100 per month: $30 for dining and movies, $30 for online purchases, and $40 for selected merchants and all other spendBase rate: 0.3% on all other purchases and if minimum spend of $700 is not met""]', '0', '0', '0', '0']",0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,30000.0,60000.0,-0.2888
19,19,dbs-takashimaya-platinum-american-express-card,$193 ,96.3,Available,S$100,"6% or $15, whichever is higher",$40 ,3.00%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ","Visa, American Express","Visa payWave, Apple Pay, Samsung Pay, Google Pay","['Additional 10% savings during selected sale events at Takashimaya Department StoreGet a $30 Takashimaya Voucher with 100 points (S$500 spend)Receive S$3 top-up to CashCard with min. spend of S$120 at Takashimaya Department Store1 year fee waiver, subsequent years waived with min. spend of $6,000 p.a.']",0,0,0,0,0,0,0,0,"['2 Takashimaya Bonus Points = S$10Get a $30 Takashimaya Voucher with 100 points ($500 spend)Enjoy an additional 10% discount at Takashimaya SC during selected sale eventsEnjoy 3% discount at Takashimaya Japan and receive 5% discount for cash payments with min. purchase of JPY3,000']",0,"['0', '0', '0', '0', '0', '0']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,193.0,30000.0,45000.0,-0.259
20,20,citibank-smrt-platinum-visa-card,$193 ,$96.30 ,Available,$100 ,"6% or $15, whichever is higher",$40 ,2.80%,25 days,26.90%,"1% or S$50, whichever is higher","$30,000 ","$42,000 ",Visa,"Visa payWave, Samsung Pay, Citi Pay","['Up to 5% savings on Groceries. 2.7% + 2% (for transactions above $50) + 0.3% (if monthly card spend is at least $300)Up to 5% savings on Fast Food, Movies & Coffee. 4.7% + 0.3% (if monthly card spend is at least $300)Up to 3% savings on Online Shopping. 2.7% + 0.3% (if monthly card spend is at least $300)Up to 2% EZ-Reload Auto Top-up. 0.3% + 1.7% (If top-up more than $30. If $30 or less, 0.7% awarded instead)Savings awarded in SMRT$. SMRT$ can be redeemed for cash rebate or vouchers2 years fee waiver for Principal and two (2) Supplementary cards']","['Apply through MoneySmart between 06 Nov 2018 - 31 Dec 2018 and get a free S$200 NTUC FairPrice Or Takashimaya Or CapitaLand Vouchers', 'Cards applicable for this promotion are the Citi Cash Back Card, Citi PremierMiles Visa Card, Citi Rewards Card & Citi SMRT Card', 'You should receive an email from us 4 weeks after the promotion period ends with more details about redemption', 'Only New-to-Bank Customers will be eligible for the promotion. For the full T&Cs, click here']",0,0,0,"['Up to 5% savings on Groceries. 4.7% (For transactions above $50. If transaction is $50 and below, 2.7% awarded instead) + 0.3% (If monthly card spend is at least $300)', 'Grocery - NTUC FairPrice, Giant, Sheng Siong, NTUC FairPrice Xtra Kallang Wave (up to 7.3% savings) only', 'Savings awarded in SMRT$. 1 SMRT$ = S$1 of vouchers. Vouchers available for Giant, Sheng Siong, SMRT, Popular, Watsons, Shaw Theatres']",0,0,0,0,0,"['0', '0', '0', ""['Up to 5% savings on Groceries. 4.7% (For transactions above $50. If transaction is $50 and below, 2.7% awarded instead) + 0.3% (If monthly card spend is at least $300)', 'Grocery - NTUC FairPrice, Giant, Sheng Siong, NTUC FairPrice Xtra Kallang Wave (up to 7.3% savings) only', 'Savings awarded in SMRT$. 1 SMRT$ = S$1 of vouchers. Vouchers available for Giant, Sheng Siong, SMRT, Popular, Watsons, Shaw Theatres']"", '0', '0']",0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,193.0,30000.0,42000.0,-0.269
21,21,posb-everyday-card,$193 ,96.3,Available,$80 if outstanding balance is above $50,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or $80, whichever is higher","$30,000 ","$45,000 ",MasterCard,"MasterCard PayPass, Apple Pay, Samsung Pay, Google Pay","['5% cash rebate at Sheng Siong. S$50 cash rebate cap per calendar month.3% cash rebate at Watsons, and local medical spend (dental, clinic, hospital)No minimum spend requiredUp to 20.1% cash rebate at SPCGet 0.3% on everything else 1 year fee waiver']","['Enjoy 10% cash rebates on overseas spendBe an existing Principal POSB Everyday Card and the first 10,000 Cardmembers to enrol in the POSB Everyday Card Overseas Promotion', 'Spend a min. of S$800 per calendar month; Cashback capped at S$50 per calendar month', 'The lucky draw prize is 2 round trip premium economy tickets to Paris via SQ, 3 night 5 Star accommodation in Paris, Professional makeover and photo shoot around Paris’ iconic sites, S$500 prepaid Mastercard and gift bag', 'Valid from 1 Nov 2018 to 28 Feb 2019Online Exclusive: Up to 20% cash rebatesSpend a min. of S$800 per calendar month', 'New POSB Cardmembers enjoy 20% cash rebate on Online food delivery', 'New POSB Cardmembers enjoy 10% cash rebate on restaurants, cafes, fast food outlets, food courts, and more', 'Cash rebates capped at S$100 per calendar month', 'Existing POSB Cardmembers enjoy 15% cash rebate on Online food delivery', 'Existing POSB Cardmembers enjoy 5% cash rebate on restaurants, cafes, fast food outlets, food courts, and more', 'Cash rebates capped at S$50 per calendar month', 'Valid till 30 Nov 2018']",0,0,0,0,0,['Up to 20.1% savings on petrol at SPC5% discount from any DBS/POSB Credit or Debit Card (except DBS Esso MasterCard) + 10% SPC&U Card discount + 6% POSB Everyday Card cash rebate after 5%+10% discount.'],0,0,0,"['0', '0', '0', '0', '0', ""['Up to 20.1% savings on petrol at SPC5% discount from any DBS/POSB Credit or Debit Card (except DBS Esso MasterCard) + 10% SPC&U Card discount + 6% POSB Everyday Card cash rebate after 5%+10% discount.']""]",0.0,0.0,0.0,0.0,0.0,0.5609999999999999,0.0,0.0,0.0,193.0,30000.0,45000.0,-0.259
22,22,dbs-altitude-visa-signature-card,$193 ,96.3,Available,S$100,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ","Visa, American Express","Visa payWave, Apple Pay, Samsung Pay, Google Pay","['Enjoy up to 3 miles/S$1 on all spendComplimentary travel insurance coverage of up to S$1 million 10,000 bonus miles upon paying annual membership fee; Miles never expire1 year fee waiver']","['Register your DBS Altitude Credit Card', 'Spend a min. of S$2,500 on in-store foreign currency and S$650 on online flight + hotel bookings via the dedicated Expedia website (expedia.com.sg/dbsaltitude)', 'Receive 3,100 Bonus miles', 'Earn 8,900 miles on the S$3,150 (S$2,500 + S$650) spent', 'Valid from 1 Nov 2018 - 28 Feb 2019']","['S$1 = 1.2 miles (Local spend)S$1 = 2 miles (Overseas spend) S$1 = 3 miles (Online Flight & Hotel transactions) 6 miles/S$1 spend at Expedia; 10 miles/S$1 spend at KaligoGet 10,000 Bonus Miles when you renew your annual membershipEnjoy 2 Complimentary Global Airport Lounge Access visits and get up to S$1 million travel accident insurance coverage for you and your family members']",0,0,0,0,0,0,0,0,"[""['S$1 = 1.2 miles (Local spend)S$1 = 2 miles (Overseas spend) S$1 = 3 miles (Online Flight & Hotel transactions) 6 miles/S$1 spend at Expedia; 10 miles/S$1 spend at KaligoGet 10,000 Bonus Miles when you renew your annual membershipEnjoy 2 Complimentary Global Airport Lounge Access visits and get up to S$1 million travel accident insurance coverage for you and your family members']"", '0', '0', '0', '0', '0']",0.0,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,30000.0,45000.0,-0.259
23,23,american-express-true-cashback-card,$171 ,85.6,Available,S$60,5%,0,2.50%,22 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$60,000 ",American Express,"Apple Pay, Samsung Pay, Google Pay","['1.5% Cashback on any purchase you make, anytimeFirst year fee waiver and 3% Cashback for the first 6 months up to $5000 spendEligible for use with Apple Pay']","['3% Cashback for the first 6 months', 'Up to a maximum of $5,000 spend', 'Get 1.5% Cashback for all other spend']",0,"['1.5% Cashback on any purchase you make, anytime', '3% Cashback for the first 6 months up to $5000 spend', 'Enjoy first year fee waiver', 'Eligible for use with Apple Pay']",0,0,0,0,0,0,0,"['0', ""['1.5% Cashback on any purchase you make, anytime', '3% Cashback for the first 6 months up to $5000 spend', 'Enjoy first year fee waiver', 'Eligible for use with Apple Pay']"", '0', '0', '0', '0']",0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,30000.0,60000.0,-0.259
24,24,ocbc-365-credit-card,$193 ,S$96.30,Available,S$100,"6% or $15, whichever is higher",0,2.80%,23 days,26.88%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",Visa,"Visa payWave, Apple Pay, Samsung Pay, Google Pay","['6% cashback on everyday dining (including local, overseas and online food delivery)', '5% cashback on fuel spend at all petrol service stations locally and overseas', '3% cashback on groceries, land transport, online travel, recurring telco and electricity bills', '0.3% cashback on everything else', 'Up to S$200,000 of complimentary travel personal accident insurance', '2 years fee waiver for principal card (S$192.60), subsequent years waived with min. spend of S$10,000 p.a.']",0,0,"['6% cashback on local and overseas dining, everyday', '6% cashback on online food delivery e.g. Deliveroo and Foodpanda', 'Up to 23% fuel savings at Caltex stations', '3% cashback on local, overseas and online groceries e.g. Redmart, FairPrice Online and Honestbee', '3% cashback on local and overseas private hire rides e.g. Grab, ComfortDelGro, Ofo and Ryde', '3% cashback on online air, cruise, hotel and tour bookings e.g. Agoda and Airbnb', '3% cashback on recurring telco and electricity bills', '0.3% cashback on everything else']",0,0,0,0,0,0,0,"['0', ""['6% cashback on local and overseas dining, everyday', '6% cashback on online food delivery e.g. Deliveroo and Foodpanda', 'Up to 23% fuel savings at Caltex stations', '3% cashback on local, overseas and online groceries e.g. Redmart, FairPrice Online and Honestbee', '3% cashback on local and overseas private hire rides e.g. Grab, ComfortDelGro, Ofo and Ryde', '3% cashback on online air, cruise, hotel and tour bookings e.g. Agoda and Airbnb', '3% cashback on recurring telco and electricity bills', '0.3% cashback on everything else']"", '0', '0', '0', '0']",0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,30000.0,45000.0,-0.2688
